ECHO_ID,event_short,Task Age Window,Responsible Staff,Responsibility Start,Last Observed,Assignment Source
YND734-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
YNF452-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
YNF452-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
YNF452-01-B,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
YNF452-01-B,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
YPB464-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
YPB464-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
YRC466-01-A,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Age-window fallback
YRC466-01-A,ECHO 2 Re-Consent,not_applicable,Anna,2026-09-15,2026-09-22,Age-window fallback
YRC466-01-A,ECHO 2 v3.01 Postnatal Consent,not_applicable,Anna,2026-09-15,2026-09-22,Age-window fallback
YRM458-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
YRM458-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
YRM458-01-A,ECHO 2 v3.01 Postnatal Consent,not_applicable,Jody,2026-09-15,2026-09-22,Ripple tag
YRM458-01-B,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
YRM458-01-B,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
YRM458-01-B,ECHO 2 v3.01 Postnatal Consent,not_applicable,Jody,2026-09-15,2026-09-22,Ripple tag
YSL869-01-A,Caregiver Survey,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
YSL869-01-A,ECHO 2 Re-Consent,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
YSL869-01-A,IPA Scheduled,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
YVD652-01-A,Caregiver Survey,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
YVD652-01-A,ECHO 2 Re-Consent,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
YVD652-01-A,IPA Scheduled,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
YXJ085-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
YXJ085-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
YYB078-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
YYB078-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
ZBM618-01-A,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Ripple tag
ZCR636-01-A,Caregiver Survey,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
ZCR636-01-A,ECHO 2 Re-Consent,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
ZCR636-01-A,IPA Scheduled,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
ZCS109-01-A,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Age-window fallback
ZGC044-01-A,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Age-window fallback
ZKL165-01-A,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Age-window fallback
ZLX499-01-A,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Age-window fallback
ZLX499-01-A,ECHO 2 Re-Consent,not_applicable,Anna,2026-09-15,2026-09-22,Age-window fallback
ZLX499-01-A,ECHO 2 v3.01 Postnatal Consent,not_applicable,Anna,2026-09-15,2026-09-22,Age-window fallback
ZMK813-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
ZMK813-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
ZQN091-01-A,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Age-window fallback
ZQR455-01-A,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Ripple tag
ZRH064-01-A,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Ripple tag
ZTS569-01-A,Caregiver Survey,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
ZTS569-01-A,ECHO 2 Re-Consent,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
ZTS569-01-A,IPA Scheduled,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
ZVD237-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
ZVD237-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
ZVN905-01-A,Caregiver Survey,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
ZVN905-01-A,ECHO 2 Re-Consent,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
ZVN905-01-A,IPA Scheduled,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
